-5.1,1.0801297702
-4.9,1.0178607977
-4.7,1.0000767483
-4.5,1.0229863836
-4.3,1.0915053266
-4.1,1.2220798877
-3.9,1.4539825588
-3.7,1.8873759693
-3.5,2.8507634375
-3.3,6.3393172518
-3.1,-24.0496409215
-2.9,-4.1797400367
-2.7,-2.3398387391
-2.5,-1.6709215456
-2.3,-1.3410124854
-2.1,-1.1584675036
-1.9,-1.0567472338
-1.7,-1.0084052488
-1.5,-1.0025113043
-1.3,-1.0378200457
-1.1,-1.1220733185
-0.9,-1.2766062135
-0.7,-1.5522703270
-0.5,-2.0858296430
-0.3,-3.3838633614
-0.1,-10.0166861263
0.1,10.0166861363
0.3,3.3838633614
0.5,2.0858296430
0.7,1.5522703270
0.9,1.2766062135
1.1,1.1220733185
1.3,1.0378200457
1.5,1.0025113043
1.7,1.0084052488
1.9,1.0567472338
2.1,1.1584675036
2.3,1.3410124854
2.5,1.6709215456
2.7,2.3398387391
2.9,4.1797400367
3.1,24.0496409215
3.3,-6.3393172518
3.5,-2.8507634375
3.7,-1.8873759693
3.9,-1.4539825588
4.1,-1.2220798877
4.3,-1.0915053266
4.5,-1.0229863836
4.7,-1.0000767483
4.9,-1.0178607977
5.1,-1.0801297702

